ARB,Arab World,DZA,Algeria
ARB,Arab World,BHR,Bahrain
ARB,Arab World,COM,Comoros
ARB,Arab World,DJI,Djibouti
ARB,Arab World,EGY,Egypt
ARB,Arab World,IRQ,Iraq
ARB,Arab World,JOR,Jordan
ARB,Arab World,KWT,Kuwait
ARB,Arab World,LBN,Lebanon
ARB,Arab World,LBY,Libya
ARB,Arab World,MRT,Mauritania
ARB,Arab World,MAR,Morocco
ARB,Arab World,OMN,Oman
ARB,Arab World,QAT,Qatar
ARB,Arab World,SAU,Saudi Arabia
ARB,Arab World,SOM,Somalia
ARB,Arab World,SDN,Sudan
ARB,Arab World,SYR,Syrian Arab Republic
ARB,Arab World,TUN,Tunisia
ARB,Arab World,ARE,United Arab Emirates
ARB,Arab World,PSE,West Bank and Gaza
ARB,Arab World,YEM,Yemen
CEB,Central Europe & the Baltics,BGR,Bulgaria
CEB,Central Europe & the Baltics,HRV,Croatia
CEB,Central Europe & the Baltics,CZE,Czech Republic
CEB,Central Europe & the Baltics,EST,Estonia
CEB,Central Europe & the Baltics,HUN,Hungary
CEB,Central Europe & the Baltics,LVA,Latvia
CEB,Central Europe & the Baltics,LTU,Lithuania
CEB,Central Europe & the Baltics,POL,Poland
CEB,Central Europe & the Baltics,ROU,Romania
CEB,Central Europe & the Baltics,SVK,Slovak Republic
CEB,Central Europe & the Baltics,SVN,Slovenia
CSS,Caribbean Small States,ATG,Antigua and Barbuda
CSS,Caribbean Small States,BHS,Bahamas
CSS,Caribbean Small States,BRB,Barbados
CSS,Caribbean Small States,BLZ,Belize
CSS,Caribbean Small States,DMA,Dominica
CSS,Caribbean Small States,GRD,Grenada
CSS,Caribbean Small States,GUY,Guyana
CSS,Caribbean Small States,JAM,Jamaica
CSS,Caribbean Small States,KNA,St. Kitts and Nevis
CSS,Caribbean Small States,LCA,St. Lucia
CSS,Caribbean Small States,VCT,St. Vincent and the Grenadines
CSS,Caribbean Small States,SUR,Suriname
CSS,Caribbean Small States,TTO,Trinidad and Tobago
EAP,East Asia & Pacific excl High Income,ASM,American Samoa
EAP,East Asia & Pacific excl High Income,KHM,Cambodia
EAP,East Asia & Pacific excl High Income,CHN,China
EAP,East Asia & Pacific excl High Income,FJI,Fiji
EAP,East Asia & Pacific excl High Income,IDN,Indonesia
EAP,East Asia & Pacific excl High Income,KIR,Kiribati
EAP,East Asia & Pacific excl High Income,PRK,Korea DPR (North)
EAP,East Asia & Pacific excl High Income,LAO,Lao PDR
EAP,East Asia & Pacific excl High Income,MYS,Malaysia
EAP,East Asia & Pacific excl High Income,MHL,Marshall Islands
EAP,East Asia & Pacific excl High Income,FSM,Micronesia
EAP,East Asia & Pacific excl High Income,MNG,Mongolia
EAP,East Asia & Pacific excl High Income,MMR,Myanmar
EAP,East Asia & Pacific excl High Income,NRU,Nauru
EAP,East Asia & Pacific excl High Income,PNG,Papua New Guinea
EAP,East Asia & Pacific excl High Income,PHL,Philippines
EAP,East Asia & Pacific excl High Income,WSM,Samoa
EAP,East Asia & Pacific excl High Income,SLB,Solomon Islands
EAP,East Asia & Pacific excl High Income,THA,Thailand
EAP,East Asia & Pacific excl High Income,TLS,Timor-Leste
EAP,East Asia & Pacific excl High Income,TON,Tonga
EAP,East Asia & Pacific excl High Income,TUV,Tuvalu
EAP,East Asia & Pacific excl High Income,VUT,Vanuatu
EAP,East Asia & Pacific excl High Income,VNM,Vietnam
EAS,East Asia & Pacific,ASM,American Samoa
EAS,East Asia & Pacific,AUS,Australia
EAS,East Asia & Pacific,BRN,Brunei Darussalam
EAS,East Asia & Pacific,KHM,Cambodia
EAS,East Asia & Pacific,CHN,China
EAS,East Asia & Pacific,FJI,Fiji
EAS,East Asia & Pacific,PYF,French Polynesia
EAS,East Asia & Pacific,GUM,Guam
EAS,East Asia & Pacific,HKG,Hong Kong SAR
EAS,East Asia & Pacific,IDN,Indonesia
EAS,East Asia & Pacific,JPN,Japan
EAS,East Asia & Pacific,KIR,Kiribati
EAS,East Asia & Pacific,PRK,Korea DPR (North)
EAS,East Asia & Pacific,KOR,Korea (South)
EAS,East Asia & Pacific,LAO,Lao PDR
EAS,East Asia & Pacific,MAC,Macao SAR
EAS,East Asia & Pacific,MYS,Malaysia
EAS,East Asia & Pacific,MHL,Marshall Islands
EAS,East Asia & Pacific,FSM,Micronesia
EAS,East Asia & Pacific,MNG,Mongolia
EAS,East Asia & Pacific,MMR,Myanmar
EAS,East Asia & Pacific,NRU,Nauru
EAS,East Asia & Pacific,NCL,New Caledonia
EAS,East Asia & Pacific,NZL,New Zealand
EAS,East Asia & Pacific,MNP,Northern Mariana Islands
EAS,East Asia & Pacific,PLW,Palau
EAS,East Asia & Pacific,PNG,Papua New Guinea
EAS,East Asia & Pacific,PHL,Philippines
EAS,East Asia & Pacific,WSM,Samoa
EAS,East Asia & Pacific,SGP,Singapore
EAS,East Asia & Pacific,SLB,Solomon Islands
EAS,East Asia & Pacific,TWN,Taiwan
EAS,East Asia & Pacific,THA,Thailand
EAS,East Asia & Pacific,TLS,Timor-Leste
EAS,East Asia & Pacific,TON,Tonga
EAS,East Asia & Pacific,TUV,Tuvalu
EAS,East Asia & Pacific,VUT,Vanuatu
EAS,East Asia & Pacific,VNM,Vietnam
ECA,Europe & Central Asia excl High Income,ALB,Albania
ECA,Europe & Central Asia excl High Income,ARM,Armenia
ECA,Europe & Central Asia excl High Income,AZE,Azerbaijan
ECA,Europe & Central Asia excl High Income,BLR,Belarus
ECA,Europe & Central Asia excl High Income,BIH,Bosnia and Herzegovina
ECA,Europe & Central Asia excl High Income,BGR,Bulgaria
ECA,Europe & Central Asia excl High Income,GEO,Georgia
ECA,Europe & Central Asia excl High Income,KAZ,Kazakhstan
ECA,Europe & Central Asia excl High Income,XKX,Kosovo
ECA,Europe & Central Asia excl High Income,KGZ,Kyrgyz Republic
ECA,Europe & Central Asia excl High Income,MKD,Macedonia
ECA,Europe & Central Asia excl High Income,MDA,Moldova
ECA,Europe & Central Asia excl High Income,MNE,Montenegro
ECA,Europe & Central Asia excl High Income,ROU,Romania
ECA,Europe & Central Asia excl High Income,RUS,Russian Federation
ECA,Europe & Central Asia excl High Income,SRB,Serbia
ECA,Europe & Central Asia excl High Income,TJK,Tajikistan
ECA,Europe & Central Asia excl High Income,TUR,Turkey
ECA,Europe & Central Asia excl High Income,TKM,Turkmenistan
ECA,Europe & Central Asia excl High Income,UKR,Ukraine
ECA,Europe & Central Asia excl High Income,UZB,Uzbekistan
ECS,Europe & Central Asia,ALB,Albania
ECS,Europe & Central Asia,AND,Andorra
ECS,Europe & Central Asia,ARM,Armenia
ECS,Europe & Central Asia,AUT,Austria
ECS,Europe & Central Asia,AZE,Azerbaijan
ECS,Europe & Central Asia,BLR,Belarus
ECS,Europe & Central Asia,BEL,Belgium
ECS,Europe & Central Asia,BIH,Bosnia and Herzegovina
ECS,Europe & Central Asia,BGR,Bulgaria
ECS,Europe & Central Asia,CHI,Channel Islands
ECS,Europe & Central Asia,HRV,Croatia
ECS,Europe & Central Asia,CYP,Cyprus
ECS,Europe & Central Asia,CZE,Czech Republic
ECS,Europe & Central Asia,DNK,Denmark
ECS,Europe & Central Asia,EST,Estonia
ECS,Europe & Central Asia,FRO,Faroe Islands
ECS,Europe & Central Asia,FIN,Finland
ECS,Europe & Central Asia,FRA,France
ECS,Europe & Central Asia,GEO,Georgia
ECS,Europe & Central Asia,DEU,Germany
ECS,Europe & Central Asia,GIB,Gibraltar
ECS,Europe & Central Asia,GRC,Greece
ECS,Europe & Central Asia,GRL,Greenland
ECS,Europe & Central Asia,HUN,Hungary
ECS,Europe & Central Asia,ISL,Iceland
ECS,Europe & Central Asia,IRL,Ireland
ECS,Europe & Central Asia,IMN,Isle of Man
ECS,Europe & Central Asia,ITA,Italy
ECS,Europe & Central Asia,KAZ,Kazakhstan
ECS,Europe & Central Asia,XKX,Kosovo
ECS,Europe & Central Asia,KGZ,Kyrgyz Republic
ECS,Europe & Central Asia,LVA,Latvia
ECS,Europe & Central Asia,LIE,Liechtenstein
ECS,Europe & Central Asia,LTU,Lithuania
ECS,Europe & Central Asia,LUX,Luxembourg
ECS,Europe & Central Asia,MKD,Macedonia
ECS,Europe & Central Asia,MDA,Moldova
ECS,Europe & Central Asia,MCO,Monaco
ECS,Europe & Central Asia,MNE,Montenegro
ECS,Europe & Central Asia,NLD,Netherlands
ECS,Europe & Central Asia,NOR,Norway
ECS,Europe & Central Asia,POL,Poland
ECS,Europe & Central Asia,PRT,Portugal
ECS,Europe & Central Asia,ROU,Romania
ECS,Europe & Central Asia,RUS,Russian Federation
ECS,Europe & Central Asia,SMR,San Marino
ECS,Europe & Central Asia,SRB,Serbia
